,X,ID,Gender,Certificate,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
512,512,4879,Male,IGCSE (British),5,5,5,5,5,1,1,3,3,3,5,5,5,5,5,5,5,5,5
513,513,4913,Male,IGCSE (British),4,5,4,3,4,1,1,2,1,5,3,2,4,3,4,3,5,5,3
514,514,4897,Male,IGCSE (British),5,5,5,3,3,1,1,1,1,1,1,1,1,2,3,3,3,4,5
515,515,4911,Female,IGCSE (British),3,5,3,5,5,1,1,1,1,1,2,1,1,1,3,4,4,5,5
516,516,4904,Male,IGCSE (British),5,5,4,5,4,1,1,1,1,2,3,1,3,1,4,4,5,5,5
517,517,4895,Male,IGCSE (British),4,3,5,5,3,3,1,1,1,4,5,2,1,4,4,5,4,3,2
518,518,4910,Female,IGCSE (British),4,5,3,5,4,1,1,1,1,1,2,1,3,2,3,2,3,3,3
519,519,4901,Female,IGCSE (British),4,3,2,4,4,2,2,2,1,2,4,2,2,2,3,3,4,4,3
520,520,4884,Female,IGCSE (British),5,5,5,5,5,5,3,5,5,3,5,3,3,5,3,3,3,3,3
521,521,4898,Female,IGCSE (British),3,4,2,5,5,2,2,3,3,3,4,4,5,5,5,5,5,5,5
522,522,4917,Male,IGCSE (British),5,5,4,5,4,1,3,1,1,1,1,2,4,4,3,3,5,5,5
523,523,4924,Male,IGCSE (British),4,5,2,5,2,1,1,1,2,2,4,2,5,3,3,2,3,3,3
524,524,4908,Female,IGCSE (British),4,4,5,5,4,2,1,1,1,1,3,1,1,1,4,5,5,4,4
525,525,4900,Male,IGCSE (British),4,3,4,5,4,4,3,2,3,4,5,3,5,3,4,3,4,5,5
526,526,4922,Female,IGCSE (British),5,5,3,5,5,3,3,5,3,1,5,4,5,3,4,4,5,5,4
527,527,4906,Female,IGCSE (British),5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5,5
528,528,4899,Female,IGCSE (British),3,5,3,3,5,3,1,1,1,3,3,1,3,3,3,3,3,5,5
529,529,4885,Female,IGCSE (British),4,5,5,5,4,3,3,4,4,5,5,1,4,3,4,5,5,5,5
530,530,4914,Female,IGCSE (British),3,5,5,5,5,2,3,3,4,4,5,1,4,5,3,2,4,5,4
531,531,4921,Female,IGCSE (British),4,5,5,4,3,5,4,2,3,3,4,1,5,4,4,3,3,4,5
532,532,4903,Female,IGCSE (British),4,5,3,4,5,2,2,2,1,2,3,2,3,2,4,3,4,5,4
533,533,4902,Female,IGCSE (British),5,3,1,5,5,3,1,1,3,3,5,1,5,5,5,5,3,3,5
534,534,4909,Female,IGCSE (British),5,4,3,3,4,3,2,3,2,2,4,1,4,3,4,2,5,5,4
535,535,4912,Female,IGCSE (British),4,5,3,5,5,3,4,3,3,3,4,1,4,4,3,5,5,5,5
536,536,4926,Female,IGCSE (British),4,4,3,3,3,3,3,2,2,2,5,2,3,2,2,2,3,3,4
537,537,4886,Female,IGCSE (British),3,5,5,5,5,2,3,2,1,1,3,1,2,2,5,5,5,5,3
538,538,4907,Male,IGCSE (British),3,3,2,4,3,1,1,1,1,3,5,5,5,5,4,3,5,4,5
539,539,4888,Female,IGCSE (British),1,3,5,5,5,3,5,1,5,5,5,1,5,5,5,5,5,5,5
540,540,4896,Female,IGCSE (British),5,5,3,5,4,3,3,1,1,3,5,5,3,2,2,2,3,4,3
541,541,4927,Female,IGCSE (British),3,3,2,5,5,1,1,2,3,2,4,1,3,3,2,3,2,3,2
542,542,4878,Female,IGCSE (British),5,5,5,5,5,2,2,2,1,1,4,3,4,3,5,4,5,4,5
543,543,4923,Male,IGCSE (British),5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,3,5,5,5
544,544,4880,Male,IGCSE (British),3,5,3,4,3,3,1,1,1,1,1,1,1,1,5,5,5,5,5
545,545,4920,Female,IGCSE (British),3,5,5,5,5,3,4,4,3,5,5,5,5,5,5,5,5,5,5
546,546,4887,Male,IGCSE (British),3,4,4,3,2,3,3,4,4,4,3,3,4,3,5,4,3,3,4
